OID,OID_1,MEAN_InvDi
-1,306,0.022075092475861
-1,307,0.152961531757610
-1,308,0.171194841878023
-1,309,0.266942026410252
-1,310,0.317708216886967
-1,311,0.048456117712194
-1,312,0.009459667358315
-1,313,0.048335974309593
-1,314,0.119023972593714
-1,315,0.076647720818873
-1,316,0.150477726872778
-1,317,0.328166777706938
-1,318,0.088700084439479
-1,319,0.004238082568045
-1,320,0.003144113651942
-1,321,0.003642943727900
-1,322,0.004457820850075
-1,323,0.065131055370439
-1,324,0.094725223890273
-1,325,0.315487792452332
-1,326,0.002133109339338
-1,327,0.002413405512052
-1,328,0.004420502049034
-1,329,0.148914686857024
-1,330,0.010553417894989
