OID,OID_1,MEAN_InvDi
-1,292,7629.890740712483400
-1,293,6273.015700722760800
-1,294,6963.037823807565500
-1,295,4214.777814782183700
-1,296,4914.581416203425800
-1,297,6532.939261881510000
-1,298,4937.704078165689700
-1,299,5276.501247723897000
-1,300,6148.988892247437400
-1,301,8431.212558322482400
-1,302,9513.699292122049900
-1,303,8279.916559634000800
-1,304,7827.699592752659600
-1,305,4463.405330823815300
-1,306,3986.273824701864200
-1,307,1833.847263590494800
-1,308,2238.394333880880800
-1,309,4808.904752862516900
-1,310,8942.323823348335300
-1,311,7898.153675485165000
-1,312,4976.007956949869400
-1,313,6196.486147957051800
-1,314,6147.538666866987100
-1,315,8472.058961317274200
-1,316,6602.440532769097400
-1,317,2484.205137049898000
-1,318,4159.815996636284600
-1,319,2746.687034606933600
-1,320,5609.955668454447700
-1,321,5702.002558282080800
-1,322,2642.239813232422000
-1,323,4373.936627388000500
-1,324,4412.543155924478900
-1,325,1015.129738807678200
-1,326,2289.802785722036300
-1,327,3734.994405110677200
-1,328,1182.928392198350600
-1,329,5856.071856954823500
-1,330,1667.422258093002000
